client_id,first_name,last_name,gender,age,geography,tenure_years,credit_score,salary_monthly_rub,balance_rub,n_products,has_credit_card,is_active_member,will_churn,churn_date
337,Дмитрий,Кузнецов,M,42,Регион,0,725,59752,138872,1,1,1,0,
338,Юлия,Богданова,F,57,Регион,3,671,30000,117946,2,1,1,0,
339,Михаил,Соловьёв,M,28,Москва,0,787,116378,113135,2,0,0,0,
340,Дарья,Лебедева,F,68,Регион,0,767,38533,191583,2,0,0,0,
341,Павел,Зайцев,M,32,Регион,10,630,38136,300236,1,1,0,0,
342,Светлана,Волкова,F,62,Регион,4,759,43513,95783,2,1,1,0,
343,Ирина,Павлова,F,62,Москва,8,619,30000,0,1,0,1,0,
344,Анна,Соколова,F,18,Регион,7,602,52545,341778,2,1,1,1,2026-04-18
345,Дарья,Васильева,F,56,Москва,4,530,86821,37109,2,1,0,0,
346,Елена,Богданова,F,35,Регион,8,781,46158,29563,2,0,1,0,
347,Ирина,Павлова,F,31,Санкт-Петербург,2,620,133642,0,1,1,0,0,
348,Артём,Попов,M,44,Санкт-Петербург,4,408,128762,0,1,0,0,0,
349,Татьяна,Голубева,F,26,Москва,4,704,102086,155752,2,1,0,0,
350,Сергей,Кузнецов,M,44,Регион,6,607,30000,195660,3,1,0,0,
351,Светлана,Лебедева,F,27,Москва,2,620,141524,56158,2,1,1,0,
352,Артём,Попов,M,40,Санкт-Петербург,8,627,51932,0,1,1,1,0,
353,Ксения,Воробьёва,F,54,Санкт-Петербург,9,616,163906,55139,2,0,1,0,
354,Наталья,Соколова,F,43,Регион,9,850,41671,247752,1,0,1,0,
355,Артём,Васильев,M,34,Санкт-Петербург,9,816,55056,0,1,1,1,1,2026-01-01
356,Светлана,Зайцева,F,44,Регион,7,720,63182,233510,1,1,0,1,2026-02-09
357,Татьяна,Иванова,F,21,Санкт-Петербург,8,674,34221,0,2,1,1,0,
358,Мария,Лебедева,F,28,Регион,7,763,30000,134591,2,1,1,1,2026-01-25
359,Максим,Лебедев,M,33,Регион,10,674,30000,182055,1,1,0,0,
360,Светлана,Волкова,F,47,Регион,1,732,352107,0,2,0,1,0,
361,Наталья,Смирнова,F,43,Регион,2,706,30000,218691,2,0,0,0,
362,Алексей,Смирнов,M,44,Санкт-Петербург,4,663,30000,0,2,1,1,0,
363,Андрей,Смирнов,M,38,Москва,6,744,84389,24844,1,0,0,0,
364,Павел,Лебедев,M,29,Регион,9,608,30000,0,2,0,0,0,
365,Наталья,Кузнецова,F,56,Москва,1,656,30000,0,3,1,0,1,2026-04-19
366,Андрей,Смирнов,M,30,Москва,1,552,30000,0,1,1,1,0,
367,Ирина,Соловьёва,F,43,Регион,9,564,71370,272674,2,1,0,0,
368,Елена,Попова,F,37,Санкт-Петербург,3,397,31507,0,2,1,0,0,
369,Кирилл,Петров,M,45,Санкт-Петербург,0,696,88083,84569,4,1,1,0,
370,Юлия,Семёнова,F,31,Регион,7,723,57212,127537,1,1,0,0,
371,Дарья,Петрова,F,51,Москва,9,759,63027,0,3,1,1,0,
372,Кирилл,Виноградов,M,55,Москва,9,540,45613,0,1,0,0,0,
373,Михаил,Соколов,M,50,Москва,9,694,50743,0,1,1,1,0,
374,Кирилл,Воробьёв,M,40,Москва,0,650,35000,74873,1,1,1,0,
375,Дмитрий,Новиков,M,33,Регион,1,724,37047,204708,2,1,0,0,
376,Павел,Васильев,M,72,Регион,9,585,31039,19771,1,1,0,0,
377,Юлия,Лебедева,F,26,Санкт-Петербург,7,616,148507,277836,1,0,0,0,
378,Дмитрий,Иванов,M,49,Москва,2,495,47208,19424,4,1,0,0,
379,Михаил,Голубев,M,42,Санкт-Петербург,4,578,30000,0,2,1,1,0,
380,Светлана,Лебедева,F,37,Москва,9,650,69930,636637,2,0,0,1,2026-02-09
381,Екатерина,Соловьёва,F,40,Регион,10,667,36966,0,1,1,1,1,2026-01-04
382,Ольга,Семёнова,F,32,Регион,9,481,58297,473867,4,0,0,0,
383,Татьяна,Петрова,F,43,Москва,5,599,50933,641568,2,1,1,0,
384,Михаил,Смирнов,M,42,Регион,8,666,146401,0,4,1,1,1,2026-02-14
385,Иван,Козлов,M,70,Регион,0,791,47564,204206,1,1,1,1,2026-02-27
386,Екатерина,Морозова,F,51,Москва,10,565,97699,0,1,1,0,0,
387,Юлия,Богданова,F,44,Регион,2,699,91702,54672,2,1,0,0,
388,Ольга,Козлова,F,45,Регион,10,594,30000,151773,2,1,1,0,
389,Артём,Семёнов,M,60,Москва,0,605,67013,146560,3,0,1,0,
390,Ирина,Соколова,F,26,Москва,10,562,37987,168253,1,1,0,0,
391,Мария,Волкова,F,36,Регион,5,546,30000,146465,2,0,1,0,
392,Иван,Козлов,M,18,Регион,5,603,30000,101237,1,1,0,0,
393,Наталья,Виноградова,F,45,Санкт-Петербург,7,755,98006,22785,1,1,0,0,
394,Ирина,Новикова,F,48,Санкт-Петербург,5,575,292382,150607,4,1,1,0,
395,Андрей,Соловьёв,M,26,Регион,10,559,36931,0,2,1,0,0,
396,Максим,Виноградов,M,55,Санкт-Петербург,1,671,68149,0,1,1,1,0,
397,Анна,Богданова,F,29,Москва,7,651,72132,524698,2,1,1,0,
398,Сергей,Васильев,M,34,Москва,2,643,43565,0,1,0,1,0,
399,Андрей,Козлов,M,39,Регион,0,675,139325,85037,1,1,0,0,
400,Сергей,Воробьёв,M,57,Регион,7,549,223724,279814,1,1,1,0,
401,Павел,Виноградов,M,28,Регион,7,560,41830,212451,2,0,1,1,2026-03-14
402,Ирина,Лебедева,F,41,Москва,1,749,169505,0,2,1,0,0,
403,Елена,Соловьёва,F,47,Санкт-Петербург,7,635,43130,43795,1,1,1,0,
404,Артём,Соколов,M,45,Санкт-Петербург,10,710,33451,475918,1,0,1,0,
405,Екатерина,Козлова,F,45,Москва,7,772,55072,0,1,0,0,0,
406,Екатерина,Васильева,F,47,Москва,2,735,100852,226731,2,1,0,0,
407,Александр,Новиков,M,31,Регион,0,513,56245,0,1,1,0,1,2026-01-14
408,Ксения,Соколова,F,58,Регион,0,638,93216,0,2,1,1,0,
409,Артём,Волков,M,37,Регион,6,754,68593,0,2,1,0,0,
410,Ирина,Соколова,F,35,Москва,2,702,134821,867488,1,1,1,0,
411,Мария,Зайцева,F,54,Санкт-Петербург,4,668,82322,24476,2,1,1,0,
412,Мария,Семёнова,F,30,Москва,0,486,149991,11946,2,1,1,0,
413,Дмитрий,Морозов,M,42,Москва,4,588,35791,45911,1,1,0,1,2026-01-20
414,Татьяна,Новикова,F,29,Санкт-Петербург,1,657,52994,162032,2,1,0,0,
415,Андрей,Зайцев,M,68,Москва,4,507,59819,545023,2,1,1,0,
416,Дмитрий,Козлов,M,66,Регион,6,729,35871,0,1,1,0,0,
417,Иван,Воробьёв,M,37,Санкт-Петербург,10,638,32720,0,1,0,1,0,
418,Светлана,Голубева,F,44,Москва,3,452,75302,110714,2,1,1,0,
419,Кирилл,Волков,M,38,Москва,3,593,89246,0,1,1,1,0,
420,Мария,Морозова,F,34,Регион,8,621,64060,145021,1,0,1,0,
421,Юлия,Волкова,F,39,Москва,10,637,113031,0,2,0,1,0,
422,Дмитрий,Волков,M,38,Москва,4,792,30885,10442,1,1,1,0,
423,Алексей,Петров,M,20,Санкт-Петербург,3,708,47352,19721,3,0,1,0,
424,Сергей,Новиков,M,41,Москва,7,513,30000,84060,1,1,0,0,
425,Ксения,Соколова,F,37,Регион,8,501,65097,384689,1,1,1,0,
426,Ирина,Новикова,F,42,Санкт-Петербург,7,623,80235,38280,2,0,0,0,
427,Максим,Соколов,M,37,Москва,7,663,133934,126205,1,1,0,0,
428,Татьяна,Богданова,F,34,Регион,1,749,30000,120510,1,0,0,1,2026-03-05
429,Павел,Смирнов,M,48,Санкт-Петербург,2,823,74866,0,1,0,0,0,
430,Наталья,Виноградова,F,44,Регион,0,828,141728,40803,1,1,0,1,2026-01-26
431,Елена,Волкова,F,55,Москва,4,606,32826,95775,4,1,0,0,
432,Татьяна,Павлова,F,44,Регион,9,743,30000,63657,1,1,1,0,
433,Ксения,Виноградова,F,36,Москва,2,693,30000,0,3,0,1,0,
434,Ирина,Лебедева,F,45,Санкт-Петербург,7,541,87089,0,2,0,1,0,
435,Александр,Кузнецов,M,18,Москва,4,461,38743,286215,2,0,0,0,
436,Никита,Богданов,M,63,Регион,1,664,79764,63951,2,1,1,0,
437,Алексей,Попов,M,41,Москва,2,500,52591,101592,1,1,0,1,2026-01-04
438,Ксения,Попова,F,64,Регион,7,565,176406,257788,4,0,0,1,2026-03-19
439,Мария,Морозова,F,28,Регион,8,582,96059,86800,2,0,0,0,
440,Юлия,Смирнова,F,25,Санкт-Петербург,3,672,36965,59199,2,1,0,0,
441,Светлана,Лебедева,F,42,Москва,10,778,49948,90850,1,1,1,0,
442,Дмитрий,Волков,M,42,Москва,0,651,96059,288347,2,0,1,1,2026-04-29
443,Мария,Виноградова,F,42,Регион,6,596,31534,146971,2,1,1,0,
444,Сергей,Петров,M,40,Регион,2,443,121698,0,1,0,1,0,
445,Михаил,Богданов,M,30,Санкт-Петербург,9,696,51527,41501,1,1,0,0,
446,Татьяна,Морозова,F,20,Москва,8,653,97280,41933,2,1,1,0,
447,Дарья,Голубева,F,41,Регион,0,595,53227,198832,1,0,1,1,2026-04-03
448,Мария,Виноградова,F,23,Москва,4,767,43726,9902,1,1,1,0,
449,Павел,Волков,M,21,Москва,8,531,39637,0,3,1,1,1,2026-04-04
450,Юлия,Виноградова,F,33,Москва,5,582,169300,0,1,1,1,0,
451,Сергей,Кузнецов,M,43,Санкт-Петербург,5,625,50158,0,3,1,0,0,
452,Анна,Виноградова,F,62,Регион,1,594,380166,89177,2,1,1,0,
453,Елена,Виноградова,F,50,Регион,6,705,65585,0,2,1,1,0,
454,Андрей,Соловьёв,M,55,Москва,1,696,35937,72501,2,1,1,0,
455,Александр,Васильев,M,46,Москва,3,755,30000,578725,2,0,0,0,
456,Артём,Павлов,M,42,Регион,2,700,125451,48289,1,0,0,1,2026-03-03
457,Ирина,Воробьёва,F,68,Санкт-Петербург,7,638,53304,1351871,3,1,1,0,
458,Дмитрий,Новиков,M,22,Москва,5,616,98087,261289,1,1,1,0,
459,Анна,Морозова,F,33,Москва,4,696,241196,0,2,1,0,1,2026-04-23
460,Дарья,Лебедева,F,34,Регион,9,631,89438,129428,1,1,1,0,
461,Ирина,Кузнецова,F,49,Регион,4,655,73305,154702,1,1,0,0,
462,Артём,Соколов,M,26,Регион,8,701,124964,49385,3,1,1,0,
463,Ольга,Зайцева,F,47,Москва,9,664,97000,60077,1,0,1,0,
464,Алексей,Иванов,M,45,Регион,1,681,30000,1081176,1,1,0,0,
465,Екатерина,Павлова,F,48,Москва,8,571,133198,591287,1,1,0,0,
466,Юлия,Богданова,F,48,Регион,0,785,58246,62735,3,0,1,0,
467,Мария,Попова,F,56,Москва,7,539,150967,38770,2,1,1,0,
468,Ирина,Соколова,F,37,Москва,2,694,81164,14592,1,0,0,1,2026-04-04
469,Сергей,Виноградов,M,44,Санкт-Петербург,2,601,122385,1313083,3,0,1,0,
470,Ольга,Воробьёва,F,29,Москва,9,758,52325,0,2,1,1,0,
471,Михаил,Павлов,M,26,Москва,2,738,30000,440523,3,1,0,1,2026-02-01
472,Максим,Попов,M,59,Санкт-Петербург,5,650,83971,51428,1,1,0,0,
473,Алексей,Волков,M,28,Регион,8,805,107593,47521,1,1,1,1,2026-04-10
474,Павел,Голубев,M,46,Регион,8,631,42866,32670,2,1,0,0,
475,Дмитрий,Васильев,M,44,Москва,2,738,52998,0,1,1,0,0,
476,Александр,Попов,M,52,Москва,4,577,30000,34563,2,1,0,0,
477,Иван,Иванов,M,18,Санкт-Петербург,6,690,54547,0,2,0,0,0,
478,Татьяна,Козлова,F,49,Санкт-Петербург,6,557,30000,0,1,0,1,0,
479,Мария,Семёнова,F,37,Москва,1,652,81661,0,1,0,1,0,
480,Андрей,Иванов,M,31,Регион,6,645,73200,216552,3,1,0,1,2026-02-03
481,Артём,Козлов,M,35,Регион,0,738,60423,43959,2,1,0,1,2026-02-21
482,Иван,Семёнов,M,50,Москва,6,583,132401,248018,2,1,0,1,2026-04-28
483,Ксения,Павлова,F,47,Регион,8,850,69188,0,2,1,0,1,2026-03-13
484,Михаил,Иванов,M,36,Регион,5,512,67243,263813,1,0,0,1,2026-01-31
485,Артём,Зайцев,M,24,Москва,2,673,72618,0,2,1,1,0,
486,Александр,Иванов,M,25,Регион,2,679,42206,0,3,1,1,1,2026-04-06
487,Алексей,Голубев,M,47,Москва,7,704,108535,23605,3,0,0,0,
488,Александр,Иванов,M,23,Москва,4,598,34551,0,1,1,0,1,2026-03-04
489,Ольга,Петрова,F,37,Регион,10,674,77161,0,1,0,1,0,
490,Ксения,Новикова,F,70,Регион,10,594,124394,0,1,1,1,0,
491,Мария,Петрова,F,44,Москва,4,837,32342,83946,1,0,0,0,
492,Ирина,Павлова,F,47,Санкт-Петербург,2,586,30000,128233,1,0,0,1,2026-02-13
493,Екатерина,Павлова,F,25,Регион,8,635,32001,27366,2,0,1,0,
494,Алексей,Иванов,M,23,Санкт-Петербург,7,584,178124,0,1,0,0,1,2026-01-13
495,Мария,Морозова,F,48,Регион,1,570,41540,144752,2,1,0,0,
496,Анна,Попова,F,35,Регион,10,510,30000,71110,3,0,1,0,
497,Павел,Васильев,M,52,Москва,2,717,74594,0,1,1,1,0,
498,Мария,Смирнова,F,40,Регион,6,583,30000,0,1,1,1,0,
499,Артём,Виноградов,M,80,Регион,2,570,33767,70732,1,1,1,0,
500,Екатерина,Васильева,F,32,Регион,5,554,139867,33978,4,1,1,1,2026-03-23
501,Татьяна,Воробьёва,F,43,Москва,6,680,33751,83890,2,1,0,0,
502,Светлана,Смирнова,F,28,Москва,1,652,51202,99437,1,1,0,0,
503,Светлана,Петрова,F,52,Москва,2,653,71430,32578,1,1,1,0,
504,Мария,Попова,F,44,Регион,8,574,71454,165171,2,1,0,1,2026-01-17
505,Анна,Воробьёва,F,28,Регион,10,694,43499,5123,2,1,1,0,
506,Екатерина,Зайцева,F,35,Регион,10,584,83103,0,1,1,1,0,
507,Михаил,Иванов,M,56,Санкт-Петербург,8,657,142591,18016,1,1,1,0,
508,Юлия,Виноградова,F,54,Москва,10,636,31666,0,3,1,0,0,
509,Дмитрий,Соловьёв,M,22,Москва,1,481,44772,0,2,0,0,1,2026-03-27
510,Андрей,Кузнецов,M,34,Регион,2,850,56213,332740,1,1,0,0,
511,Сергей,Козлов,M,61,Санкт-Петербург,4,707,91118,25555,2,0,0,0,
512,Ксения,Павлова,F,37,Регион,10,668,61076,77318,1,1,0,0,
513,Александр,Соловьёв,M,41,Москва,8,684,55476,0,2,1,1,0,
514,Павел,Кузнецов,M,52,Санкт-Петербург,4,850,30000,0,3,1,1,1,2026-04-29
515,Максим,Иванов,M,23,Регион,0,764,30338,0,1,0,1,0,
516,Андрей,Попов,M,28,Москва,6,685,67212,215694,1,0,1,0,
517,Максим,Зайцев,M,35,Москва,3,579,43989,0,2,0,0,0,
518,Ольга,Попова,F,54,Регион,2,595,48764,0,1,1,1,0,
519,Максим,Соколов,M,51,Санкт-Петербург,2,470,57692,224247,1,1,1,0,
520,Ирина,Семёнова,F,48,Регион,2,613,244021,101095,1,1,0,0,
521,Елена,Воробьёва,F,38,Регион,3,716,44423,390449,1,1,0,0,
522,Михаил,Петров,M,53,Регион,6,713,137609,90007,1,1,1,0,
523,Дмитрий,Голубев,M,37,Москва,1,712,131702,12970,4,0,1,0,
524,Дарья,Волкова,F,46,Санкт-Петербург,5,598,96980,439967,3,0,0,0,
525,Андрей,Морозов,M,50,Регион,10,705,36009,0,2,1,1,0,
526,Александр,Попов,M,60,Санкт-Петербург,10,732,65011,0,1,1,0,0,
527,Ирина,Воробьёва,F,39,Регион,9,427,47368,113196,1,0,1,0,
528,Татьяна,Попова,F,35,Регион,2,680,200516,602256,2,0,1,0,
529,Дарья,Воробьёва,F,55,Москва,1,850,76603,111310,2,1,1,0,
530,Сергей,Павлов,M,56,Санкт-Петербург,9,621,52685,611009,1,0,1,0,
531,Юлия,Голубева,F,33,Регион,4,398,174722,173859,3,1,1,0,
532,Юлия,Лебедева,F,26,Москва,5,569,48460,63870,2,1,0,0,
533,Иван,Морозов,M,54,Москва,4,469,83363,20503,1,0,0,0,
534,Дарья,Голубева,F,19,Регион,1,587,91258,0,3,1,0,0,
535,Максим,Богданов,M,19,Москва,7,528,73749,477807,2,1,1,0,
536,Артём,Лебедев,M,36,Москва,2,743,56171,49901,3,1,1,0,
537,Ирина,Новикова,F,39,Регион,2,728,98964,0,3,1,0,0,
538,Михаил,Петров,M,25,Регион,8,684,41029,0,1,1,0,1,2026-02-13
539,Павел,Павлов,M,41,Санкт-Петербург,7,773,116800,11761,2,1,1,0,
540,Дарья,Павлова,F,41,Регион,9,593,50572,159065,1,1,1,0,
541,Анна,Павлова,F,32,Регион,7,657,133610,191924,1,1,0,1,2026-02-05
542,Елена,Смирнова,F,62,Санкт-Петербург,0,850,112170,151343,1,0,0,0,
543,Анна,Иванова,F,43,Москва,4,709,83249,0,2,0,1,0,
544,Ксения,Павлова,F,52,Регион,4,708,56720,39691,2,1,1,0,
545,Андрей,Кузнецов,M,21,Москва,3,573,116030,8079,1,1,1,0,
546,Михаил,Волков,M,20,Регион,5,608,84344,20309,1,1,1,0,
547,Михаил,Новиков,M,44,Санкт-Петербург,5,550,30000,271697,3,0,0,0,
